"VR","Version 2.0","","","","","","","","","","","","","","","","",""
"HD","Job ID","Job Name","Sheet Set Name","Category Name","Date and Time Started","Date and Time Completed","USERID","Profile ID","SheetName","Full File Path","Selected Layout Name","Page Setup Name","Named Page Setup Path","Device Name","Plot File Path","Paper Size Name","Plotted to 3DDWF","Final Status"
"JS","21","","","","2/20/2019 11:52:09 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","21","","","","2/20/2019 11:52:09 AM","2/20/2019 11:52:20 AM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.4C","","","DWG To PDF.pc3","C:\Users\dngo\Desktop\63999\Plots\BUILDING-S-1.4C.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","21","","","","","2/20/2019 11:52:20 AM","","","","","","","","","","","","Plotted"
"JS","22","","","","2/20/2019 11:52:35 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","22","","","","2/20/2019 11:52:35 AM","2/20/2019 11:52:46 AM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.4D","","","DWG To PDF.pc3","C:\Users\dngo\Desktop\63999\Plots\BUILDING-S-1.4D.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","22","","","","","2/20/2019 11:52:46 AM","","","","","","","","","","","","Plotted"
"JS","23","","","","2/20/2019 11:53:01 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","23","","","","2/20/2019 11:53:01 AM","2/20/2019 11:53:13 AM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.4E","","","DWG To PDF.pc3","C:\Users\dngo\Desktop\63999\Plots\BUILDING-S-1.4E.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","23","","","","","2/20/2019 11:53:13 AM","","","","","","","","","","","","Plotted"
"JS","24","","","","2/20/2019 11:53:28 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","24","","","","2/20/2019 11:53:28 AM","2/20/2019 11:53:39 AM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.4F","","","DWG To PDF.pc3","C:\Users\dngo\Desktop\63999\Plots\BUILDING-S-1.4F.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","24","","","","","2/20/2019 11:53:39 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 2:58:01 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 2:58:01 PM","2/20/2019 2:58:32 PM","","","BUILDING-S-1.4D","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.4D","OCE 30x42","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\BUILDING\asd.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"SH","1","","","","2/20/2019 2:58:32 PM","2/20/2019 2:58:53 PM","","","BUILDING-S-1.4E","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.4E","OCE 30x42","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\BUILDING\asd.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","1","","","","","2/20/2019 2:58:54 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 2:59:25 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 2:59:25 PM","2/20/2019 2:59:37 PM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.4D","","","DWG To PDF.pc3","C:\Users\dngo\Desktop\63999\BUILDING\Plots\BUILDING-S-1.4D.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","1","","","","","2/20/2019 2:59:37 PM","","","","","","","","","","","","Plotted"
"JS","2","","","","2/20/2019 2:59:52 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","2/20/2019 2:59:52 PM","2/20/2019 3:00:04 PM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.4E","","","DWG To PDF.pc3","C:\Users\dngo\Desktop\63999\BUILDING\Plots\BUILDING-S-1.4E.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","2","","","","","2/20/2019 3:00:04 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 3:10:47 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 3:10:47 PM","2/20/2019 3:10:58 PM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.2E","","","DWG To PDF.pc3","C:\Users\dngo\Desktop\63999\Plots\BUILDING-S-1.2E.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","1","","","","","2/20/2019 3:10:58 PM","","","","","","","","","","","","Plotted"
"JS","2","","","","2/20/2019 3:11:13 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","2/20/2019 3:11:13 PM","2/20/2019 3:11:23 PM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.2F","","","DWG To PDF.pc3","C:\Users\dngo\Desktop\63999\Plots\BUILDING-S-1.2F.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","2","","","","","2/20/2019 3:11:23 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 3:15:11 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 3:15:11 PM","2/20/2019 3:15:16 PM","","","BD_SW1-Layout1","C:\Users\dngo\Desktop\63999\BUILDING\BD_SW1.dwg","Layout1","OCE 30x42","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\asfd.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"SH","1","","","","2/20/2019 3:15:16 PM","2/20/2019 3:15:22 PM","","","BD_SW1-SW-LAYOUT","C:\Users\dngo\Desktop\63999\BUILDING\BD_SW1.dwg","SW-LAYOUT","OCE 30x42","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\asfd.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","1","","","","","2/20/2019 3:15:23 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 3:18:26 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","","","","","CONSTR-Layout1","C:\Users\dngo\Desktop\64576\Zipped Cad Files\4576_BUILDING - Standard\DET\CONSTR.dwg","Layout1","","","","","","0","Error(s) Did Not Plot","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk ","ERROR: Page setup not found "
"JF","1","","","","","2/20/2019 3:18:26 PM","","","","","","","","","","","","Error(s) Did Not Plot"
"JS","1","","","","2/20/2019 3:20:25 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"JF","1","","","","","2/20/2019 3:20:25 PM","","","","","","","","","","","","Error(s) Did Not Plot","ERROR: There were no plottable sheets in the current operation. "
"JS","1","","","","2/20/2019 3:21:25 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 3:21:25 PM","2/20/2019 3:21:44 PM","","","BUILDING-S-1.1A","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1A","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/20/2019 3:21:45 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 3:30:13 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 3:30:13 PM","2/20/2019 3:30:32 PM","","","BUILDING-S-1.1A","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1A","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\BUILDING\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"SH","1","","","","2/20/2019 3:30:32 PM","2/20/2019 3:30:50 PM","","","BUILDING-S-1.1B","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1B","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\BUILDING\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted"
"JF","1","","","","","2/20/2019 3:30:51 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 4:05:16 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 4:05:16 PM","2/20/2019 4:05:35 PM","","","BUILDING-S-1.1A","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1A","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"SH","1","","","","2/20/2019 4:05:35 PM","2/20/2019 4:05:53 PM","","","BUILDING-S-1.1B","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1B","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted"
"JF","1","","","","","2/20/2019 4:05:54 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 4:06:32 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 4:06:32 PM","2/20/2019 4:06:42 PM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1A","","","DWG To PDF.pc3","C:\Users\dngo\Desktop\63999\Plots\BUILDING-S-1.1A.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","1","","","","","2/20/2019 4:06:42 PM","","","","","","","","","","","","Plotted"
"JS","2","","","","2/20/2019 4:06:49 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","2/20/2019 4:06:49 PM","2/20/2019 4:07:00 PM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1B","","","DWG To PDF.pc3","C:\Users\dngo\Desktop\63999\Plots\BUILDING-S-1.1B.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","2","","","","","2/20/2019 4:07:00 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 4:07:29 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 4:07:29 PM","2/20/2019 4:07:51 PM","","","BUILDING-S-1.1A","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1A","OCE 30x42","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"SH","1","","","","2/20/2019 4:07:51 PM","2/20/2019 4:08:09 PM","","","BUILDING-S-1.1B","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1B","OCE 30x42","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","1","","","","","2/20/2019 4:08:10 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 4:24:14 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 4:24:14 PM","2/20/2019 4:24:17 PM","","","3999_SD-1 PODIUM-SD-1 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-1 PODIUM.dwg","SD-1 (30x42)","OCE 30x42","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/20/2019 4:24:17 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 4:27:13 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 4:27:13 PM","2/20/2019 4:27:16 PM","","","3999_SD-1 PODIUM-SD-1 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-1 PODIUM.dwg","SD-1 (30x42)","OCE 30x42","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/20/2019 4:27:17 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 4:27:43 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 4:27:43 PM","2/20/2019 4:27:49 PM","","","3999_SD-2-SD-2 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-2.dwg","SD-2 (30x42)","OCE 30x42","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/20/2019 4:27:49 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 4:34:23 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 4:34:23 PM","2/20/2019 4:34:26 PM","","","3999_SD-1 PODIUM-SD-1 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-1 PODIUM.dwg","SD-1 (30x42)","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/20/2019 4:34:26 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 4:40:39 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 4:40:40 PM","2/20/2019 4:40:45 PM","","","3999_SD-2-SD-2 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-2.dwg","SD-2 (30x42)","OCE 30x42","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/20/2019 4:40:45 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 5:25:47 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 5:25:47 PM","2/20/2019 5:25:50 PM","","","3999_SD-1 PODIUM-SD-1 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-1 PODIUM.dwg","SD-1 (30x42)","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/20/2019 5:25:50 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 5:28:07 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 5:28:07 PM","2/20/2019 5:28:10 PM","","","3999_SD-1 PODIUM-SD-1 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-1 PODIUM.dwg","SD-1 (30x42)","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/20/2019 5:28:10 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 5:32:00 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 5:32:00 PM","2/20/2019 5:32:03 PM","","","3999_SD-1 PODIUM-SD-1 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-1 PODIUM.dwg","SD-1 (30x42)","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/20/2019 5:32:03 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 6:12:33 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 6:12:33 PM","2/20/2019 6:12:45 PM","","","3999_SD-1 PODIUM-SD-1 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-1 PODIUM.dwg","SD-1 (30x42)","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/20/2019 6:12:45 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 6:13:48 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 6:13:48 PM","2/20/2019 6:21:44 PM","","","3999_SD-1 PODIUM-SD-1 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-1 PODIUM.dwg","SD-1 (30x42)","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/20/2019 6:21:44 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/20/2019 6:22:28 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/20/2019 6:22:28 PM","2/20/2019 6:22:31 PM","","","3999_SD-1 PODIUM-SD-1 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-1 PODIUM.dwg","SD-1 (30x42)","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/20/2019 6:22:31 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/21/2019 8:35:33 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/21/2019 8:35:33 AM","2/21/2019 8:35:40 AM","","","3999_SD-1 PODIUM-SD-1 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-1 PODIUM.dwg","SD-1 (30x42)","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/21/2019 8:35:40 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/21/2019 8:38:49 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/21/2019 8:38:49 AM","2/21/2019 8:38:52 AM","","","3999_SD-1 PODIUM-SD-1 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-1 PODIUM.dwg","SD-1 (30x42)","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/21/2019 8:38:52 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/21/2019 8:42:55 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/21/2019 8:42:56 AM","2/21/2019 8:43:15 AM","","","3999_SD-1 PODIUM-SD-1 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-1 PODIUM.dwg","SD-1 (30x42)","OCE 30x42","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/21/2019 8:43:15 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/21/2019 8:43:59 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/21/2019 8:43:59 AM","2/21/2019 8:44:02 AM","","","3999_SD-1 PODIUM-SD-1 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-1 PODIUM.dwg","SD-1 (30x42)","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/21/2019 8:44:02 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/21/2019 9:10:16 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/21/2019 9:10:16 AM","2/21/2019 9:10:19 AM","","","3999_SD-1 PODIUM-SD-1 (30x42)","C:\Users\dngo\Desktop\63999\DET\3999_SD-1 PODIUM.dwg","SD-1 (30x42)","OCE 24x36","","AutoCAD PDF (General Documentation).pc3","C:\Users\dngo\Desktop\63999\DET\out.pdf","ARCH full bleed D (36.00 x 24.00 Inches)","0","Plotted","MESSAGE: Warning : The following shortcuts in the plotter search were invalid and ignored: i:\autocad_standard\plotters\Add-A-Plotter Wizard.lnk "
"JF","1","","","","","2/21/2019 9:10:19 AM","","","","","","","","","","","","Plotted"
"JS","2","","","","2/21/2019 2:32:35 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","2/21/2019 2:32:35 PM","2/21/2019 2:32:58 PM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1A","OCE 30x42","","OCE TD600.pc3","","OCE 30.00 x 42.00","0","Plotted"
"JF","2","","","","","2/21/2019 2:32:58 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/21/2019 2:53:03 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/21/2019 2:53:03 PM","2/21/2019 2:53:05 PM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1A","OCE 30x42","","DWG To PDF.pc3","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING-S-1.1A.pdf","ANSI A (11.00 x 8.50 Inches)","0","Plotted"
"JF","1","","","","","2/21/2019 2:53:05 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/26/2019 9:11:49 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/26/2019 9:11:49 AM","2/26/2019 9:12:03 AM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1A","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\BUILDING_dwg\S-1.1A.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","1","","","","","2/26/2019 9:12:03 AM","","","","","","","","","","","","Plotted"
"JS","2","","","","2/26/2019 9:12:13 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","2/26/2019 9:12:13 AM","2/26/2019 9:12:28 AM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1B","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\BUILDING_dwg\S-1.1B.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","2","","","","","2/26/2019 9:12:28 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","2/26/2019 9:47:20 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","2/26/2019 9:47:20 AM","2/26/2019 9:47:34 AM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1A","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\BUILDING_dwg\S-1.1A.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","1","","","","","2/26/2019 9:47:34 AM","","","","","","","","","","","","Plotted"
"JS","2","","","","2/26/2019 9:47:44 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","2/26/2019 9:47:44 AM","2/26/2019 9:48:00 AM","","","","C:\Users\dngo\Desktop\63999\BUILDING\BUILDING.dwg","S-1.1B","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\BUILDING_dwg\S-1.1B.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","2","","","","","2/26/2019 9:48:00 AM","","","","","","","","","","","","Plotted"
"JS","3","","","","2/26/2019 9:48:18 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
