"VR","Version 2.0","","","","","","","","","","","","","","","","",""
"HD","Job ID","Job Name","Sheet Set Name","Category Name","Date and Time Started","Date and Time Completed","USERID","Profile ID","SheetName","Full File Path","Selected Layout Name","Page Setup Name","Named Page Setup Path","Device Name","Plot File Path","Paper Size Name","Plotted to 3DDWF","Final Status"
"JF","19","","","","","3/8/2019 10:34:54 AM","","","","","","","","","","","","Plotted"
"JS","20","","","","3/8/2019 10:35:06 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","20","","","","3/8/2019 10:35:06 AM","3/8/2019 10:35:07 AM","","","","C:\Users\dngo\Desktop\63843\BUILDING\3843__BUILDING.dwg","S-1.5D","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\3843__BUILDING_dwg\S-1.5D.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","20","","","","","3/8/2019 10:35:07 AM","","","","","","","","","","","","Plotted"
"JS","21","","","","3/8/2019 10:35:19 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","21","","","","3/8/2019 10:35:19 AM","3/8/2019 10:35:19 AM","","","","C:\Users\dngo\Desktop\63843\BUILDING\3843__BUILDING.dwg","S-1.6A","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\3843__BUILDING_dwg\S-1.6A.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","21","","","","","3/8/2019 10:35:19 AM","","","","","","","","","","","","Plotted"
"JS","22","","","","3/8/2019 10:35:34 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","22","","","","3/8/2019 10:35:34 AM","3/8/2019 10:35:34 AM","","","","C:\Users\dngo\Desktop\63843\BUILDING\3843__BUILDING.dwg","S-1.6B","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\3843__BUILDING_dwg\S-1.6B.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","22","","","","","3/8/2019 10:35:34 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/8/2019 11:31:44 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/8/2019 11:31:44 AM","3/8/2019 11:31:44 AM","","","","C:\Users\dngo\Desktop\63843\BUILDING\3843_BUILDING - FRAME-J.dwg","Layout1","OCE 30x42","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\3843_BUILDING - FRAME-J_dwg\Layout1.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","1","","","","","3/8/2019 11:31:44 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/8/2019 11:33:21 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/8/2019 11:33:21 AM","3/8/2019 11:33:21 AM","","","","C:\Users\dngo\Desktop\63843\BUILDING\3843_BUILDING - FRAME-J.dwg","Layout1","OCE 30x42","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\3843_BUILDING - FRAME-J_dwg\Layout1.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","1","","","","","3/8/2019 11:33:21 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 9:25:04 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 9:25:05 AM","3/11/2019 9:25:05 AM","","","","G:\65074\STRUCTURAL\PLAN 35 Farmhouse\5074_PLAN 35-FH.dwg","S-1.1","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\5074_PLAN 35-FH_dwg\S-1.1.pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 9:25:05 AM","","","","","","","","","","","","Plotted"
"JS","2","","","","3/11/2019 9:25:07 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","3/11/2019 9:25:07 AM","3/11/2019 9:25:08 AM","","","","G:\65074\STRUCTURAL\PLAN 35 Farmhouse\5074_PLAN 35-FH.dwg","S-1.2","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\5074_PLAN 35-FH_dwg\S-1.2.pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","2","","","","","3/11/2019 9:25:08 AM","","","","","","","","","","","","Plotted"
"JS","3","","","","3/11/2019 9:25:09 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","3","","","","3/11/2019 9:25:09 AM","3/11/2019 9:25:10 AM","","","","G:\65074\STRUCTURAL\PLAN 35 Farmhouse\5074_PLAN 35-FH.dwg","S-1.3","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\5074_PLAN 35-FH_dwg\S-1.3.pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","3","","","","","3/11/2019 9:25:10 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 9:53:28 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 9:53:28 AM","3/11/2019 9:53:28 AM","","","","G:\65029\OFFLINE\19_02_19\5029_PLAN.dwg","S-1.1","OCE 30x42","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\5029_PLAN_dwg\S-1.1.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 9:53:28 AM","","","","","","","","","","","","Plotted"
"JS","2","","","","3/11/2019 9:53:29 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","3/11/2019 9:53:29 AM","3/11/2019 9:53:30 AM","","","","G:\65029\OFFLINE\19_02_19\5029_PLAN.dwg","S-1.2","OCE 30x42","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\5029_PLAN_dwg\S-1.2.pdf","ARCH full bleed E1 (30.00 x 42.00 Inches)","0","Plotted"
"JF","2","","","","","3/11/2019 9:53:30 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 11:15:12 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 11:15:12 AM","3/11/2019 11:15:13 AM","","","","G:\64933\SCHOOL\4933-Plan.dwg","S-1.1","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933-Plan_dwg\S-1.1.pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 11:15:13 AM","","","","","","","","","","","","Plotted"
"JS","2","","","","3/11/2019 11:15:14 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","3/11/2019 11:15:14 AM","3/11/2019 11:15:16 AM","","","","G:\64933\SCHOOL\4933-Plan.dwg","S-1.2","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933-Plan_dwg\S-1.2.pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","2","","","","","3/11/2019 11:15:16 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 11:15:16 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 11:15:16 AM","3/11/2019 11:15:17 AM","","","","G:\64933\SCHOOL\DET\4933_CONV FOUND CBC 2013-2016.dwg","SD-1 (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_CONV FOUND CBC 2013-2016_dwg\SD-1 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 11:15:17 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 11:15:20 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 11:15:20 AM","3/11/2019 11:15:21 AM","","","","G:\64933\SCHOOL\DET\4933_SD-3.dwg","SD-# (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SD-3_dwg\SD-# (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 11:15:21 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 11:15:27 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 11:15:27 AM","3/11/2019 11:15:28 AM","","","","G:\64933\SCHOOL\DET\4933_SD-2.dwg","SD-2 (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SD-2_dwg\SD-2 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 11:15:28 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 11:15:33 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 11:15:33 AM","3/11/2019 11:15:33 AM","","","","G:\64933\SCHOOL\DET\4933_SN-1 CBC 2016.dwg","S I (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-1 CBC 2016_dwg\S I (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 11:15:33 AM","","","","","","","","","","","","Plotted"
"JS","2","","","","3/11/2019 11:15:34 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","3/11/2019 11:15:34 AM","3/11/2019 11:15:35 AM","","","","G:\64933\SCHOOL\DET\4933_SN-1 CBC 2016.dwg","SN-1 (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-1 CBC 2016_dwg\SN-1 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","2","","","","","3/11/2019 11:15:35 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 11:15:38 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 11:15:38 AM","3/11/2019 11:15:39 AM","","","","G:\64933\SCHOOL\DET\4933_SN-2.dwg","SN-2 (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-2_dwg\SN-2 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 11:15:39 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 11:15:42 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 11:15:42 AM","3/11/2019 11:15:43 AM","","","","G:\64933\SCHOOL\DET\4933-SN-1 IBC 2015.dwg","S I (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933-SN-1 IBC 2015_dwg\S I (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 11:15:43 AM","","","","","","","","","","","","Plotted"
"JS","2","","","","3/11/2019 11:15:44 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","3/11/2019 11:15:44 AM","3/11/2019 11:15:44 AM","","","","G:\64933\SCHOOL\DET\4933-SN-1 IBC 2015.dwg","SN-1 (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933-SN-1 IBC 2015_dwg\SN-1 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","2","","","","","3/11/2019 11:15:44 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 11:15:46 AM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 11:15:46 AM","3/11/2019 11:15:48 AM","","","","G:\64933\SCHOOL\DET\4933_SN-3.dwg","SN-3 (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-3_dwg\SN-3 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 11:15:48 AM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:54:11 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:54:11 PM","3/11/2019 1:54:12 PM","","","","G:\64933\SCHOOL\DET\4933_CONV FOUND CBC 2013-2016.dwg","SD-1 (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_CONV FOUND CBC 2013-2016_dwg\SD-1 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:54:12 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:54:13 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:54:13 PM","3/11/2019 1:54:14 PM","","","","G:\64933\SCHOOL\DET\4933_SD-2.dwg","SD-2 (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SD-2_dwg\SD-2 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:54:14 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:54:18 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:54:18 PM","3/11/2019 1:54:18 PM","","","","G:\64933\SCHOOL\DET\4933_SD-3.dwg","SD-# (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SD-3_dwg\SD-# (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:54:18 PM","","","","","","","","","","","","Plotted"
"JS","2","","","","3/11/2019 1:54:19 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","3/11/2019 1:54:19 PM","3/11/2019 1:54:20 PM","","","","G:\64933\SCHOOL\DET\4933_SN-1 CBC 2016.dwg","SN-1 (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-1 CBC 2016_dwg\SN-1 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","2","","","","","3/11/2019 1:54:20 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:54:25 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:54:25 PM","3/11/2019 1:54:26 PM","","","","G:\64933\SCHOOL\DET\4933_SN-3.dwg","SN-3 (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-3_dwg\SN-3 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:54:26 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:54:27 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:54:27 PM","3/11/2019 1:54:28 PM","","","","G:\64933\SCHOOL\DET\4933_SN-2.dwg","SN-2 (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-2_dwg\SN-2 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:54:28 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:56:41 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:56:41 PM","3/11/2019 1:56:42 PM","","","","G:\64933\SCHOOL\DET\4933_CONV FOUND CBC 2013-2016.dwg","SD-1 (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_CONV FOUND CBC 2013-2016_dwg\SD-1 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:56:42 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:56:42 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:56:42 PM","3/11/2019 1:56:43 PM","","","","G:\64933\SCHOOL\DET\4933_SD-2.dwg","SD-2 (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SD-2_dwg\SD-2 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:56:43 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:56:45 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:56:45 PM","3/11/2019 1:56:46 PM","","","","G:\64933\SCHOOL\DET\4933_SD-3.dwg","SD-# (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SD-3_dwg\SD-# (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:56:46 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:56:47 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:56:47 PM","3/11/2019 1:56:47 PM","","","","G:\64933\SCHOOL\DET\4933_SN-1 CBC 2016.dwg","S I (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-1 CBC 2016_dwg\S I (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:56:47 PM","","","","","","","","","","","","Plotted"
"JS","2","","","","3/11/2019 1:56:47 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","3/11/2019 1:56:47 PM","3/11/2019 1:56:48 PM","","","","G:\64933\SCHOOL\DET\4933_SN-1 CBC 2016.dwg","SN-1 (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-1 CBC 2016_dwg\SN-1 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","2","","","","","3/11/2019 1:56:48 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:56:51 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:56:51 PM","3/11/2019 1:56:52 PM","","","","G:\64933\SCHOOL\DET\4933-SN-1 IBC 2015.dwg","S I (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933-SN-1 IBC 2015_dwg\S I (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:56:52 PM","","","","","","","","","","","","Plotted"
"JS","2","","","","3/11/2019 1:56:52 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","3/11/2019 1:56:52 PM","3/11/2019 1:56:53 PM","","","","G:\64933\SCHOOL\DET\4933-SN-1 IBC 2015.dwg","SN-1 (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933-SN-1 IBC 2015_dwg\SN-1 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","2","","","","","3/11/2019 1:56:53 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:56:54 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:56:54 PM","3/11/2019 1:56:55 PM","","","","G:\64933\SCHOOL\DET\4933_SN-2.dwg","SN-2 (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-2_dwg\SN-2 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:56:55 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:58:37 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:58:37 PM","3/11/2019 1:58:37 PM","","","","G:\64933\SCHOOL\DET\4933-SN-1 IBC 2015.dwg","S I (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933-SN-1 IBC 2015_dwg\S I (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:58:37 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:58:38 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:58:38 PM","3/11/2019 1:58:39 PM","","","","G:\64933\SCHOOL\DET\4933_CONV FOUND CBC 2013-2016.dwg","SD-1 (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_CONV FOUND CBC 2013-2016_dwg\SD-1 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:58:39 PM","","","","","","","","","","","","Plotted"
"JS","2","","","","3/11/2019 1:58:39 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","3/11/2019 1:58:39 PM","3/11/2019 1:58:40 PM","","","","G:\64933\SCHOOL\DET\4933-SN-1 IBC 2015.dwg","SN-1 (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933-SN-1 IBC 2015_dwg\SN-1 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","2","","","","","3/11/2019 1:58:40 PM","","","","","","","","","","","","Plotted"
"JS","3","","","","3/11/2019 1:58:40 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","3","","","","3/11/2019 1:58:40 PM","3/11/2019 1:58:41 PM","","","","G:\64933\SCHOOL\DET\4933-SN-1 IBC 2015.dwg","SW SCHEDULE","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933-SN-1 IBC 2015_dwg\SW SCHEDULE.pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","3","","","","","3/11/2019 1:58:41 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:58:44 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:58:44 PM","3/11/2019 1:58:44 PM","","","","G:\64933\SCHOOL\DET\4933_SD-3.dwg","SD-# (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SD-3_dwg\SD-# (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:58:44 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:58:48 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:58:48 PM","3/11/2019 1:58:48 PM","","","","G:\64933\SCHOOL\DET\4933_SD-2.dwg","SD-2 (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SD-2_dwg\SD-2 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:58:48 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:58:54 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:58:54 PM","3/11/2019 1:58:55 PM","","","","G:\64933\SCHOOL\DET\4933_SN-1 CBC 2016.dwg","S I (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-1 CBC 2016_dwg\S I (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:58:55 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 1:58:55 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 1:58:55 PM","3/11/2019 1:58:56 PM","","","","G:\64933\SCHOOL\DET\4933_SN-2.dwg","SN-2 (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-2_dwg\SN-2 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 1:58:56 PM","","","","","","","","","","","","Plotted"
"JS","2","","","","3/11/2019 1:58:56 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","3/11/2019 1:58:56 PM","3/11/2019 1:58:57 PM","","","","G:\64933\SCHOOL\DET\4933_SN-1 CBC 2016.dwg","SN-1 (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-1 CBC 2016_dwg\SN-1 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","2","","","","","3/11/2019 1:58:57 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 2:02:45 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","1","","","","3/11/2019 2:02:45 PM","3/11/2019 2:02:45 PM","","","","G:\64933\SCHOOL\DET\4933_SN-1 CBC 2016.dwg","S I (24x36)","OCE 24x36","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-1 CBC 2016_dwg\S I (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","1","","","","","3/11/2019 2:02:45 PM","","","","","","","","","","","","Plotted"
"JS","2","","","","3/11/2019 2:02:46 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
"SH","2","","","","3/11/2019 2:02:46 PM","3/11/2019 2:02:46 PM","","","","G:\64933\SCHOOL\DET\4933_SN-1 CBC 2016.dwg","SN-1 (24x36)","","","DWG To PDF.pc3","C:\Users\dngo\AppData\Local\Temp\GEPrinting\Plots\4933_SN-1 CBC 2016_dwg\SN-1 (24x36).pdf","ARCH full bleed D (24.00 x 36.00 Inches)","0","Plotted"
"JF","2","","","","","3/11/2019 2:02:46 PM","","","","","","","","","","","","Plotted"
"JS","1","","","","3/11/2019 2:02:49 PM","","dngo","<<Unnamed Profile>>","","","","","","","","","",""
